Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss (in Million $),Incident Resolution Time (in Ho,Number of Affected Users,Region,Incident Cost Per User ($),Attack Velocity (Per Hour),Financial Loss Score,Resolution Speed Score,User Impact Score,Overal Severity Score,Attack Complexity Score,Vulnerability Complexity Score,Overall Complexity Score,Geopolitical Risk Score
Germany,2024,Phishing,Healthcare,Unknown,Unpatched Software,VPN,92.68,14,344660,Western Europe,268.9,24619,1,1,2,1,1,2,2,2
Brazil,2022,SQL Injection,Healthcare,Insider,Social Engineering,Encryption,32.38,14,123250,South America,262.72,8804,1,1,1,1,3,1,2,3
UK,2023,Malware,Banking,Hacker Group,Zero-day,Encryption,118.12,14,362223,Northern Europe,326.1,25873,1,1,2,1,2,3,3,2
France,2016,Man-in-the-Middle,IT,Unknown,Social Engineering,Antivirus,27.19,14,79025,Western Europe,344.07,5645,1,1,1,1,3,1,2,2
Japan,2023,Man-in-the-Middle,Retail,Unknown,Zero-day,Encryption,20.04,14,128082,East Asia,156.46,9149,1,1,1,1,3,3,3,2
China,2019,Phishing,Banking,Insider,Social Engineering,Firewall,56.69,14,284838,East Asia,199.03,20346,1,1,2,1,1,1,1,4
France,2020,Phishing,Retail,Unknown,Zero-day,Firewall,28.22,14,176170,Western Europe,160.19,12584,1,1,1,1,1,3,2,2
Japan,2020,Man-in-the-Middle,Retail,Insider,Social Engineering,Firewall,14.88,14,84208,East Asia,176.71,6015,1,1,1,1,3,1,2,2
Japan,2017,Man-in-the-Middle,Telecommunications,Unknown,Social Engineering,Encryption,39.24,14,69046,East Asia,568.32,4932,1,1,1,1,3,1,2,2
Japan,2024,Malware,Telecommunications,Unknown,Weak Passwords,AI-based Detection,40.95,14,235983,East Asia,173.53,16856,1,1,2,1,2,1,2,2
UK,2024,Phishing,Banking,Hacker Group,Unpatched Software,VPN,81.48,14,403253,Northern Europe,202.06,28804,1,1,2,1,1,2,2,2
Russia,2021,Man-in-the-Middle,Retail,Insider,Unpatched Software,VPN,29.92,15,164677,Eastern Europe,181.69,10978,1,1,1,1,3,2,3,5
Australia,2024,SQL Injection,IT,Insider,Unpatched Software,VPN,14.37,15,153946,Oceania,93.34,10263,1,1,1,1,3,2,3,1
Russia,2024,Man-in-the-Middle,IT,Unknown,Unpatched Software,VPN,33.01,15,284479,Eastern Europe,116.04,18965,1,1,2,1,3,2,3,5
UK,2017,SQL Injection,Government,Insider,Weak Passwords,Antivirus,30.99,15,56779,Northern Europe,545.8,3785,1,1,1,1,3,1,2,2
Germany,2023,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,AI-based Detection,53.13,15,234853,Western Europe,226.23,15657,1,1,2,1,3,2,3,2
India,2019,Man-in-the-Middle,Government,Unknown,Zero-day,Encryption,33.92,15,104458,South Asia,324.72,6964,1,1,1,1,3,3,3,4
Brazil,2021,SQL Injection,Healthcare,Unknown,Weak Passwords,AI-based Detection,35.62,15,112452,South America,316.76,7497,1,1,1,1,3,1,2,3
France,2018,SQL Injection,Government,Unknown,Social Engineering,Antivirus,33.27,15,51650,Western Europe,644.14,3443,1,1,1,1,3,1,2,2
Germany,2016,Man-in-the-Middle,Government,Unknown,Weak Passwords,VPN,41.64,15,57940,Western Europe,718.67,3863,1,1,1,1,3,1,2,2
France,2015,SQL Injection,Retail,Insider,Unpatched Software,Antivirus,28.22,15,15851,Western Europe,1780.33,1057,1,1,1,1,3,2,3,2
UK,2020,SQL Injection,Banking,Hacker Group,Weak Passwords,VPN,65.29,15,172868,Northern Europe,377.69,11525,1,1,1,1,3,1,2,2
Japan,2016,Man-in-the-Middle,Healthcare,Hacker Group,Social Engineering,Antivirus,147.79,15,140108,East Asia,1054.83,9341,2,1,1,1,3,1,2,2
India,2024,Man-in-the-Middle,Telecommunications,Nation-state,Weak Passwords,Antivirus,90,15,251812,South Asia,357.41,16787,1,1,2,1,3,1,2,4
UK,2015,Phishing,Banking,Unknown,Unpatched Software,AI-based Detection,58.64,15,184444,Northern Europe,317.93,12296,1,1,1,1,1,2,2,2
Brazil,2017,Man-in-the-Middle,Healthcare,Hacker Group,Weak Passwords,Encryption,65,15,84784,South America,766.65,5652,1,1,1,1,3,1,2,3
Russia,2020,Man-in-the-Middle,Banking,Unknown,Weak Passwords,VPN,28.18,15,180433,Eastern Europe,156.18,12029,1,1,1,1,3,1,2,5
Japan,2023,SQL Injection,Government,Unknown,Weak Passwords,Antivirus,15.07,15,111638,East Asia,134.99,7443,1,1,1,1,3,1,2,2
France,2019,SQL Injection,Telecommunications,Nation-state,Social Engineering,AI-based Detection,34.99,15,82619,Western Europe,423.51,5508,1,1,1,1,3,1,2,2
Germany,2023,SQL Injection,Telecommunications,Unknown,Unpatched Software,Firewall,20.3,15,157780,Western Europe,128.66,10519,1,1,1,1,3,2,3,2
Australia,2017,Malware,Retail,Unknown,Weak Passwords,Encryption,28.51,15,90488,Oceania,315.07,6033,1,1,1,1,2,1,2,1
USA,2023,SQL Injection,Banking,Nation-state,Zero-day,AI-based Detection,90.81,15,306083,Northern America,296.68,20406,1,1,2,1,3,3,3,3
France,2023,Man-in-the-Middle,Education,Unknown,Unpatched Software,Antivirus,25.24,15,142628,Western Europe,176.96,9509,1,1,1,1,3,2,3,2
Russia,2022,SQL Injection,IT,Insider,Weak Passwords,Encryption,28.42,15,171158,Eastern Europe,166.05,11411,1,1,1,1,3,1,2,5
Brazil,2017,Man-in-the-Middle,Retail,Unknown,Unpatched Software,Antivirus,2.79,15,25152,South America,110.93,1677,1,1,1,1,3,2,3,3
India,2023,SQL Injection,Telecommunications,Unknown,Unpatched Software,Antivirus,28.09,15,177353,South Asia,158.38,11824,1,1,1,1,3,2,3,4
India,2023,SQL Injection,Banking,Insider,Unpatched Software,AI-based Detection,31.66,15,199754,South Asia,158.49,13317,1,1,1,1,3,2,3,4
Australia,2018,Phishing,Education,Unknown,Weak Passwords,Antivirus,27.06,15,119345,Oceania,226.74,7956,1,1,1,1,1,1,1,1
Russia,2017,Man-in-the-Middle,Banking,Insider,Social Engineering,Firewall,61.49,15,153614,Eastern Europe,400.29,10241,1,1,1,1,3,1,2,5
India,2015,SQL Injection,Government,Insider,Social Engineering,AI-based Detection,64.52,15,59692,South Asia,1080.88,3979,1,1,1,1,3,1,2,4
Russia,2016,SQL Injection,Education,Nation-state,Weak Passwords,AI-based Detection,36.92,15,33237,Eastern Europe,1110.81,2216,1,1,1,1,3,1,2,5
China,2021,SQL Injection,Government,Insider,Zero-day,Firewall,32.26,15,181079,East Asia,178.15,12072,1,1,1,1,3,3,3,4
USA,2015,SQL Injection,Education,Insider,Social Engineering,AI-based Detection,33.76,15,54526,Northern America,619.15,3635,1,1,1,1,3,1,2,3
Brazil,2021,SQL Injection,Banking,Hacker Group,Unpatched Software,Encryption,75.86,15,149182,South America,508.51,9945,1,1,1,1,3,2,3,3
China,2023,Malware,Education,Insider,Unpatched Software,Antivirus,40.66,15,293830,East Asia,138.38,19589,1,1,2,1,2,2,2,4
UK,2015,Phishing,Healthcare,Unknown,Social Engineering,VPN,41.1,15,152422,Northern Europe,269.65,10161,1,1,1,1,1,1,1,2
India,2018,SQL Injection,Education,Unknown,Social Engineering,Antivirus,18.68,15,69694,South Asia,268.03,4646,1,1,1,1,3,1,2,4
India,2016,Man-in-the-Middle,Banking,Unknown,Social Engineering,VPN,32.44,15,94203,South Asia,344.36,6280,1,1,1,1,3,1,2,4
Germany,2022,SQL Injection,Banking,Unknown,Unpatched Software,Antivirus,24.93,15,165353,Western Europe,150.77,11024,1,1,1,1,3,2,3,2
Australia,2023,SQL Injection,Education,Insider,Social Engineering,Antivirus,12.75,15,99697,Oceania,127.89,6646,1,1,1,1,3,1,2,1
UK,2023,SQL Injection,Telecommunications,Insider,Weak Passwords,Firewall,48.73,15,188672,Northern Europe,258.28,12578,1,1,1,1,3,1,2,2
Japan,2023,Man-in-the-Middle,Education,Insider,Zero-day,VPN,40.2,15,135130,East Asia,297.49,9009,1,1,1,1,3,3,3,2
Japan,2017,SQL Injection,Banking,Unknown,Weak Passwords,VPN,33.94,15,76965,East Asia,440.98,5131,1,1,1,1,3,1,2,2
France,2022,Man-in-the-Middle,Telecommunications,Insider,Social Engineering,Firewall,55.44,15,171794,Western Europe,322.71,11453,1,1,1,1,3,1,2,2
Australia,2022,Malware,IT,Insider,Weak Passwords,Firewall,60.46,15,237358,Oceania,254.72,15824,1,1,2,1,2,1,2,1
China,2021,Phishing,Healthcare,Insider,Unpatched Software,Firewall,68.17,15,329446,East Asia,206.92,21963,1,1,2,1,1,2,2,4
France,2022,Man-in-the-Middle,Retail,Insider,Zero-day,VPN,23.44,15,135215,Western Europe,173.35,9014,1,1,1,1,3,3,3,2
Japan,2021,SQL Injection,Education,Insider,Unpatched Software,AI-based Detection,21.07,16,89508,East Asia,235.4,5594,1,1,1,1,3,2,3,2
Japan,2015,Man-in-the-Middle,Healthcare,Unknown,Unpatched Software,Firewall,63.97,16,68526,East Asia,933.51,4283,1,1,1,1,3,2,3,2
Brazil,2023,Malware,Government,Unknown,Zero-day,Firewall,15.23,16,167045,South America,91.17,10440,1,1,1,1,2,3,3,3
Australia,2024,Man-in-the-Middle,Retail,Hacker Group,Unpatched Software,Antivirus,25.66,16,135802,Oceania,188.95,8488,1,1,1,1,3,2,3,1
Japan,2024,SQL Injection,Banking,Unknown,Social Engineering,Antivirus,39.93,16,175405,East Asia,227.64,10963,1,1,1,1,3,1,2,2
Australia,2021,Man-in-the-Middle,Banking,Unknown,Social Engineering,VPN,33.4,16,125114,Oceania,266.96,7820,1,1,1,1,3,1,2,1
USA,2024,Man-in-the-Middle,Education,Unknown,Weak Passwords,Antivirus,23.49,16,221931,Northern America,105.84,13871,1,1,1,1,3,1,2,3
Australia,2024,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,Antivirus,75.29,16,186824,Oceania,403,11677,1,1,1,1,3,2,3,1
USA,2019,SQL Injection,Education,Unknown,Weak Passwords,VPN,22.93,16,119754,Northern America,191.48,7485,1,1,1,1,3,1,2,3
France,2024,Man-in-the-Middle,Retail,Unknown,Unpatched Software,Antivirus,10.52,16,156730,Western Europe,67.12,9796,1,1,1,1,3,2,3,2
France,2020,SQL Injection,IT,Unknown,Social Engineering,Antivirus,28.42,16,116287,Western Europe,244.4,7268,1,1,1,1,3,1,2,2
Russia,2015,Man-in-the-Middle,IT,Unknown,Weak Passwords,Encryption,18.23,16,75664,Eastern Europe,240.93,4729,1,1,1,1,3,1,2,5
Japan,2016,Man-in-the-Middle,Healthcare,Hacker Group,Social Engineering,Firewall,108.19,16,113112,East Asia,956.49,7070,1,1,1,1,3,1,2,2
Japan,2020,Man-in-the-Middle,Education,Insider,Unpatched Software,AI-based Detection,20.49,16,81160,East Asia,252.46,5073,1,1,1,1,3,2,3,2
Germany,2019,SQL Injection,Government,Unknown,Unpatched Software,Antivirus,31.56,16,84128,Western Europe,375.14,5258,1,1,1,1,3,2,3,2
India,2022,SQL Injection,Banking,Unknown,Unpatched Software,AI-based Detection,25.42,16,179009,South Asia,142,11188,1,1,1,1,3,2,3,4
Brazil,2016,Man-in-the-Middle,Banking,Unknown,Weak Passwords,AI-based Detection,16.99,16,46490,South America,365.45,2906,1,1,1,1,3,1,2,3
Brazil,2016,SQL Injection,Education,Nation-state,Zero-day,AI-based Detection,72.42,16,47747,South America,1516.74,2984,1,1,1,1,3,3,3,3
Japan,2017,Man-in-the-Middle,Healthcare,Insider,Social Engineering,Firewall,79.83,16,106796,East Asia,747.5,6675,1,1,1,1,3,1,2,2
UK,2024,Man-in-the-Middle,IT,Unknown,Unpatched Software,Encryption,23.94,16,219874,Northern Europe,108.88,13742,1,1,1,1,3,2,3,2
France,2023,Man-in-the-Middle,Government,Unknown,Zero-day,Firewall,27.66,16,145585,Western Europe,189.99,9099,1,1,1,1,3,3,3,2
USA,2021,SQL Injection,Education,Unknown,Social Engineering,Encryption,12.74,16,147672,Northern America,86.27,9230,1,1,1,1,3,1,2,3
UK,2019,SQL Injection,Healthcare,Insider,Social Engineering,Firewall,71.14,16,153197,Northern Europe,464.37,9575,1,1,1,1,3,1,2,2
China,2016,Man-in-the-Middle,Banking,Insider,Weak Passwords,Encryption,73.4,16,180985,East Asia,405.56,11312,1,1,1,1,3,1,2,4
Japan,2020,Phishing,Banking,Insider,Unpatched Software,Encryption,114.73,16,260908,East Asia,439.73,16307,1,1,2,1,1,2,2,2
USA,2022,Malware,Retail,Hacker Group,Unpatched Software,VPN,60,16,356123,Northern America,168.48,22258,1,1,2,1,2,2,2,3
India,2021,SQL Injection,Government,Hacker Group,Weak Passwords,Firewall,21.69,16,121325,South Asia,178.78,7583,1,1,1,1,3,1,2,4
France,2015,SQL Injection,Education,Unknown,Zero-day,VPN,17.76,16,1537,Western Europe,11554.98,96,1,1,1,1,3,3,3,2
Russia,2019,SQL Injection,Telecommunications,Insider,Unpatched Software,Encryption,35.69,16,100850,Eastern Europe,353.89,6303,1,1,1,1,3,2,3,5
UK,2019,Phishing,Retail,Unknown,Social Engineering,Firewall,22.76,16,193094,Northern Europe,117.87,12068,1,1,1,1,1,1,1,2
Brazil,2019,SQL Injection,Healthcare,Insider,Weak Passwords,AI-based Detection,23.38,16,78114,South America,299.31,4882,1,1,1,1,3,1,2,3
Brazil,2015,SQL Injection,IT,Unknown,Unpatched Software,Firewall,25.28,16,41811,South America,604.63,2613,1,1,1,1,3,2,3,3
Japan,2015,SQL Injection,Retail,Unknown,Weak Passwords,AI-based Detection,12.37,16,11298,East Asia,1094.88,706,1,1,1,1,3,1,2,2
Japan,2023,SQL Injection,Healthcare,Insider,Weak Passwords,Encryption,40.17,16,154514,East Asia,259.98,9657,1,1,1,1,3,1,2,2
India,2018,Malware,Government,Insider,Zero-day,AI-based Detection,69.6,16,185032,South Asia,376.15,11565,1,1,1,1,2,3,3,4
UK,2017,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,Firewall,66.71,16,94866,Northern Europe,703.2,5929,1,1,1,1,3,2,3,2
Brazil,2015,SQL Injection,Healthcare,Unknown,Unpatched Software,AI-based Detection,20.18,16,22216,South America,908.35,1389,1,1,1,1,3,2,3,3
Russia,2024,SQL Injection,Telecommunications,Nation-state,Zero-day,Encryption,55.49,16,198397,Eastern Europe,279.69,12400,1,1,1,1,3,3,3,5
Australia,2021,SQL Injection,Telecommunications,Insider,Social Engineering,Antivirus,41.9,16,110078,Oceania,380.64,6880,1,1,1,1,3,1,2,1
Germany,2023,Malware,Retail,Unknown,Unpatched Software,AI-based Detection,38.94,16,245384,Western Europe,158.69,15337,1,1,2,1,2,2,2,2
Brazil,2020,SQL Injection,Retail,Insider,Unpatched Software,VPN,24.38,16,76326,South America,319.42,4770,1,1,1,1,3,2,3,3
India,2015,Phishing,Healthcare,Unknown,Zero-day,VPN,32.36,16,133528,South Asia,242.35,8346,1,1,1,1,1,3,2,4
Australia,2022,SQL Injection,Telecommunications,Insider,Weak Passwords,VPN,38.56,16,121249,Oceania,318.02,7578,1,1,1,1,3,1,2,1
India,2022,Man-in-the-Middle,Banking,Unknown,Unpatched Software,Firewall,35.65,16,194678,South Asia,183.12,12167,1,1,1,1,3,2,3,4
UK,2020,SQL Injection,Retail,Insider,Social Engineering,VPN,19.7,16,107030,Northern Europe,184.06,6689,1,1,1,1,3,1,2,2
Russia,2017,Man-in-the-Middle,Retail,Nation-state,Social Engineering,Encryption,49,16,102478,Eastern Europe,478.15,6405,1,1,1,1,3,1,2,5
India,2023,SQL Injection,Government,Unknown,Unpatched Software,VPN,15.61,16,148816,South Asia,104.89,9301,1,1,1,1,3,2,3,4
UK,2020,Phishing,Telecommunications,Insider,Zero-day,AI-based Detection,33.21,16,239695,Northern Europe,138.55,14981,1,1,2,1,1,3,2,2
Brazil,2019,SQL Injection,Healthcare,Insider,Weak Passwords,Encryption,53.3,16,99396,South America,536.24,6212,1,1,1,1,3,1,2,3
Germany,2018,Man-in-the-Middle,Banking,Unknown,Unpatched Software,VPN,53.28,16,154223,Western Europe,345.47,9639,1,1,1,1,3,2,3,2
China,2021,SQL Injection,IT,Nation-state,Social Engineering,AI-based Detection,70.43,16,290254,East Asia,242.65,18141,1,1,2,1,3,1,2,4
USA,2018,Malware,Government,Hacker Group,Zero-day,AI-based Detection,74.54,16,263974,Northern America,282.38,16498,1,1,2,1,2,3,3,3
Russia,2022,SQL Injection,Banking,Unknown,Social Engineering,Firewall,35.3,16,168800,Eastern Europe,209.12,10550,1,1,1,1,3,1,2,5
USA,2021,Man-in-the-Middle,Education,Insider,Zero-day,Firewall,37.66,16,180430,Northern America,208.72,11277,1,1,1,1,3,3,3,3
Russia,2018,SQL Injection,Education,Nation-state,Weak Passwords,Firewall,50.91,17,78767,Eastern Europe,646.34,4633,1,1,1,1,3,1,2,5
Japan,2023,SQL Injection,Retail,Nation-state,Weak Passwords,VPN,28.48,17,130586,East Asia,218.09,7682,1,1,1,1,3,1,2,2
Brazil,2018,Man-in-the-Middle,Retail,Insider,Unpatched Software,Firewall,21.6,17,53159,South America,406.33,3127,1,1,1,1,3,2,3,3
Brazil,2016,Phishing,Retail,Nation-state,Unpatched Software,Antivirus,53.37,17,103460,South America,515.85,6086,1,1,1,1,1,2,2,3
USA,2019,Man-in-the-Middle,Government,Insider,Social Engineering,AI-based Detection,55.66,17,160651,Northern America,346.47,9450,1,1,1,1,3,1,2,3
China,2024,Man-in-the-Middle,Government,Insider,Zero-day,VPN,25,17,248134,East Asia,100.75,14596,1,1,2,1,3,3,3,4
USA,2018,SQL Injection,Healthcare,Insider,Weak Passwords,Encryption,66.7,17,179039,Northern America,372.54,10532,1,1,1,1,3,1,2,3
Australia,2018,SQL Injection,Education,Insider,Social Engineering,Antivirus,29.38,17,45248,Oceania,649.31,2662,1,1,1,1,3,1,2,1
India,2024,SQL Injection,Telecommunications,Unknown,Social Engineering,Encryption,19.06,17,187600,South Asia,101.6,11035,1,1,1,1,3,1,2,4
France,2021,SQL Injection,Government,Unknown,Weak Passwords,Encryption,28.15,17,90103,Western Europe,312.42,5300,1,1,1,1,3,1,2,2
France,2021,Man-in-the-Middle,Retail,Unknown,Unpatched Software,VPN,8.29,17,107539,Western Europe,77.09,6326,1,1,1,1,3,2,3,2
Australia,2016,Man-in-the-Middle,Education,Nation-state,Zero-day,Firewall,22.8,17,19134,Oceania,1191.6,1126,1,1,1,1,3,3,3,1
Germany,2020,SQL Injection,Retail,Nation-state,Unpatched Software,AI-based Detection,14.36,17,96536,Western Europe,148.75,5679,1,1,1,1,3,2,3,2
China,2015,SQL Injection,Telecommunications,Insider,Unpatched Software,Antivirus,26.91,17,74050,East Asia,363.4,4356,1,1,1,1,3,2,3,4
Germany,2020,SQL Injection,IT,Nation-state,Weak Passwords,AI-based Detection,11.26,17,132754,Western Europe,84.82,7809,1,1,1,1,3,1,2,2
India,2022,Man-in-the-Middle,Telecommunications,Insider,Zero-day,Firewall,40.05,17,179590,South Asia,223.01,10564,1,1,1,1,3,3,3,4
Germany,2024,SQL Injection,IT,Insider,Weak Passwords,Encryption,52.82,17,232321,Western Europe,227.36,13666,1,1,2,1,3,1,2,2
UK,2021,SQL Injection,IT,Hacker Group,Zero-day,AI-based Detection,53.09,17,190603,Northern Europe,278.54,11212,1,1,1,1,3,3,3,2
USA,2015,Man-in-the-Middle,Retail,Nation-state,Zero-day,Firewall,34.24,17,75906,Northern America,451.08,4465,1,1,1,1,3,3,3,3
China,2017,SQL Injection,Banking,Unknown,Zero-day,Encryption,28.39,17,144746,East Asia,196.14,8514,1,1,1,1,3,3,3,4
Australia,2024,Man-in-the-Middle,Education,Insider,Weak Passwords,Antivirus,36.03,17,136183,Oceania,264.57,8011,1,1,1,1,3,1,2,1
China,2016,SQL Injection,Retail,Insider,Zero-day,Firewall,18.95,17,73938,East Asia,256.3,4349,1,1,1,1,3,3,3,4
Russia,2017,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,Firewall,39.32,17,79618,Eastern Europe,493.86,4683,1,1,1,1,3,2,3,5
Japan,2021,Phishing,Government,Nation-state,Weak Passwords,AI-based Detection,67.54,17,199712,East Asia,338.19,11748,1,1,1,1,1,1,1,2
Australia,2022,SQL Injection,Retail,Unknown,Weak Passwords,Encryption,14.52,17,96968,Oceania,149.74,5704,1,1,1,1,3,1,2,1
Germany,2022,SQL Injection,Telecommunications,Insider,Zero-day,AI-based Detection,47.38,17,166627,Western Europe,284.35,9802,1,1,1,1,3,3,3,2
Russia,2021,Phishing,Banking,Unknown,Social Engineering,VPN,50.99,17,218078,Eastern Europe,233.82,12828,1,1,1,1,1,1,1,5
Germany,2020,SQL Injection,Banking,Insider,Unpatched Software,Antivirus,17.44,17,128528,Western Europe,135.69,7560,1,1,1,1,3,2,3,2
China,2023,Man-in-the-Middle,Education,Hacker Group,Zero-day,Antivirus,65.18,17,272303,East Asia,239.37,16018,1,1,2,1,3,3,3,4
Australia,2016,Malware,Telecommunications,Unknown,Zero-day,Encryption,62.21,17,114600,Oceania,542.84,6741,1,1,1,1,2,3,3,1
France,2021,SQL Injection,Government,Unknown,Unpatched Software,Encryption,18.74,17,83842,Western Europe,223.52,4932,1,1,1,1,3,2,3,2
Brazil,2017,Man-in-the-Middle,Telecommunications,Unknown,Unpatched Software,Firewall,36.67,17,58778,South America,623.87,3458,1,1,1,1,3,2,3,3
UK,2021,Man-in-the-Middle,Banking,Insider,Weak Passwords,VPN,73.76,17,205032,Northern Europe,359.75,12061,1,1,1,1,3,1,2,2
Japan,2024,Man-in-the-Middle,Education,Insider,Social Engineering,VPN,19.05,17,135160,East Asia,140.94,7951,1,1,1,1,3,1,2,2
UK,2023,Phishing,Retail,Unknown,Social Engineering,VPN,15.6,17,272630,Northern Europe,57.22,16037,1,1,2,1,1,1,1,2
UK,2022,Phishing,Banking,Hacker Group,Social Engineering,Antivirus,55.54,17,334696,Northern Europe,165.94,19688,1,1,2,1,1,1,1,2
UK,2017,Man-in-the-Middle,Education,Hacker Group,Weak Passwords,Antivirus,45.47,17,77970,Northern Europe,583.17,4586,1,1,1,1,3,1,2,2
UK,2016,Phishing,Education,Insider,Unpatched Software,Encryption,41.03,17,137791,Northern Europe,297.77,8105,1,1,1,1,1,2,2,2
Germany,2015,Man-in-the-Middle,Retail,Hacker Group,Zero-day,Antivirus,47.62,17,59279,Western Europe,803.32,3487,1,1,1,1,3,3,3,2
Brazil,2016,Phishing,Education,Unknown,Weak Passwords,Encryption,29.97,17,74683,South America,401.3,4393,1,1,1,1,1,1,1,3
UK,2016,SQL Injection,Education,Hacker Group,Social Engineering,Firewall,24.64,17,37950,Northern Europe,649.28,2232,1,1,1,1,3,1,2,2
India,2024,Man-in-the-Middle,Government,Insider,Zero-day,VPN,56.52,17,206840,South Asia,273.25,12167,1,1,1,1,3,3,3,4
Russia,2019,SQL Injection,Telecommunications,Unknown,Unpatched Software,Antivirus,16.34,17,85909,Eastern Europe,190.2,5053,1,1,1,1,3,2,3,5
Australia,2017,Man-in-the-Middle,Banking,Unknown,Social Engineering,VPN,22.37,17,65066,Oceania,343.8,3827,1,1,1,1,3,1,2,1
USA,2016,Phishing,Government,Insider,Zero-day,Antivirus,38.98,17,181731,Northern America,214.49,10690,1,1,1,1,1,3,2,3
Russia,2021,Malware,Education,Unknown,Unpatched Software,Antivirus,40.2,17,191526,Eastern Europe,209.89,11266,1,1,1,1,2,2,2,5
Brazil,2015,Phishing,IT,Insider,Social Engineering,Encryption,37.68,17,113650,South America,331.54,6685,1,1,1,1,1,1,1,3
China,2022,Phishing,IT,Unknown,Weak Passwords,Firewall,29.27,17,335709,East Asia,87.19,19748,1,1,2,1,1,1,1,4
Brazil,2020,SQL Injection,Banking,Unknown,Zero-day,AI-based Detection,42.7,17,114363,South America,373.37,6727,1,1,1,1,3,3,3,3
France,2021,SQL Injection,Telecommunications,Unknown,Social Engineering,AI-based Detection,28.69,17,107282,Western Europe,267.43,6311,1,1,1,1,3,1,2,2
France,2024,Phishing,Healthcare,Unknown,Social Engineering,Antivirus,77.37,17,326040,Western Europe,237.3,19179,1,1,2,1,1,1,1,2
Australia,2019,Man-in-the-Middle,IT,Insider,Zero-day,VPN,35.36,17,109289,Oceania,323.55,6429,1,1,1,1,3,3,3,1
Germany,2021,SQL Injection,Education,Insider,Social Engineering,Encryption,24.54,17,112372,Western Europe,218.38,6610,1,1,1,1,3,1,2,2
Japan,2017,SQL Injection,Healthcare,Insider,Unpatched Software,Antivirus,45.22,17,78575,East Asia,575.5,4622,1,1,1,1,3,2,3,2
